         26059995 function calls (26045129 primitive calls) in 52.058 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:4(<module>)
        1    0.000    0.000    0.016    0.016 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\alignment.py:3(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:1335(<listcomp>)
      108    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\numeric.py:296(_is_all_dates)
        6    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\flow_controller\flow_controller.py:3(__init__)
        6    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:675(get_expected_cell_size)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\dimensions.py:65(RowDimension)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\protection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\nested.py:5(<module>)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\borders.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\threading.py:834(start)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:340(__getitem__)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1454(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\dimensions.py:26(Dimension)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\label.py:21(_DataLabelBase)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:417(astype)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\subprocess.py:847(__exit__)
       37    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:340(shape)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1560(from_blocks)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:1229(count_empty_vals)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:121(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\comments\comment_sheet.py:27(Properties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\chartspace.py:42(ChartContainer)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:162(validate_header_arg)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_base.py:472(raise_if_bad_sheet_by_name)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:46(_is_zipfile)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_helper.py:133(_get_const)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\inspect.py:1799(_signature_bound_method)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\compat\numpy\function.py:49(__call__)
       19    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:659(get_component_by_class)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:34(_is_sunder)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\missing.py:606(is_valid_na_for_dtype)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:1992(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\formatting\formatting.py:61(__init__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:100(PivotFilter)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:26(_is_dunder)
       90    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\base.py:308(ndim)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\range.py:347(dtype)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\frame.py:10114(_get_agg_axis)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:121(__exit__)
       24    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\overrides.py:1697(is_tensor_like)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\cell\text.py:5(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\excel.py:5(<module>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\common.py:196(all_none)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\bubble_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\protection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
       16    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\protection.py:136(FileSharing)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\excel.py:99(__set__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\_constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\energy_conversion_device\air_to_air_heat_recovery\air_to_air_heat_recovery.py:5(__init__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\header_footer.py:53(_HeaderFooterPart)
       42    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:1449(name)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\shapes.py:23(GraphicalProperties)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:786(CacheField)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:121(setup_onnx_logging)
        1    0.000    0.000    0.147    0.147 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\jit\_trace.py:1138(_get_trace_graph)
        7    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\page.py:116(from_tree)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\building_space\building_space_model.py:284(init_torch_hidden_state)
       24    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\parameter.py:153(is_lazy)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\views.py:20(BookView)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pkg_resources\extern\__init__.py:57(find_spec)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\formatting\formatting.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\legend.py:3(<module>)
       19    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:666(<genexpr>)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\threading.py:264(wait)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\tqdm\std.py:583(_decr_instances)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\workbook.py:126(epoch)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\axis.py:192(NumericAxis)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\bubble_chart.py:25(BubbleChart)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\styleable.py:116(StyleableObject)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\codecs.py:186(__init__)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_util.py:34(get_default_engine)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset14.py:13(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\stock_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\plotarea.py:41(DataTable)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:385(PivotArea)
        7    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:432(_generate_overlap_table)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\common.py:942(_is_binary_mode)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\readers.py:1143(_clean_na_values)
       42    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:650(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\setuptools\extern\__init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\energy_conversion_device\coil\coil_heating_model.py:5(__init__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\radar_chart.py:3(<module>)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\sequence.py:116(__init__)
       23    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1225(get_nodes)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\fields.py:58(Missing)
        1    0.000    0.000    0.015    0.015 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\model\model.py:1522(get_execution_order)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:675(_check_compression)
        8    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\storage.py:433(_untyped)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\comments\comment_sheet.py:84(CommentRecord)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\_collections_abc.py:367(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\shutil.py:1173(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\frame.py:9789(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\frame.py:9792(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:1035(find_class)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\rnn.py:121(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\filters.py:22(SortCondition)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\pie_chart.py:128(ProjectedPieChart)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\scatter_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\error_bar.py:3(<module>)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\series_factory.py:3(<module>)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\ctypes\__init__.py:374(__getattr__)
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\numeric.py:149(ones)
       54    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\version\__init__.py:468(_parse_letter_version)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:485(any_extension_types)
        2    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\building_space\building_space.py:3(__init__)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\workbook.py:182(active)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:457(_decide_input_format)
        2    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:213(__exit__)
       18    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:81(_AnchorBase)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\colors.py:67(Color)
